id,location_1,enter_time_1,exit_time_1,duration_1,location_2,enter_time_2,exit_time_2,duration_2,location_3,enter_time_3,exit_time_3,duration_3,location_4,enter_time_4,exit_time_4,duration_4,location_5,enter_time_5,exit_time_5,duration_5,location_6,enter_time_6,exit_time_6,duration_6,location_7,enter_time_7,exit_time_7,duration_7,location_8,enter_time_8,exit_time_8,duration_8,location_9,enter_time_9,exit_time_9,duration_9,location_10,enter_time_10,exit_time_10,duration_10,location_11,enter_time_11,exit_time_11,duration_11,location_12,enter_time_12,exit_time_12,duration_12,location_13,enter_time_13,exit_time_13,duration_13
'06521,Logan_pass_parking,2023-07-11 15:03:47,2023-07-11 15:29:17,1530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07041,Logan_pass_parking,2023-07-12 18:13:22,2023-07-12 18:34:07,1245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07101,Logan_pass_parking,2023-07-12 16:08:25,2023-07-12 16:21:25,780.0,Oberlin_climbing,2023-07-12 16:24:25,2023-07-12 18:08:10,6225.0,Logan_pass_parking,2023-07-12 18:11:25,2023-07-12 18:14:25,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07161,Logan_pass_parking,2023-07-12 16:44:37,2023-07-12 17:10:07,1530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07171,Logan_pass_parking,2023-07-12 16:39:13,2023-07-12 17:15:13,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07181,Logan_pass_parking,2023-07-12 16:51:36,2023-07-12 16:55:06,210.0,Hidden_lake_overlook,2023-07-12 16:56:51,2023-07-12 17:59:51,3780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07211,Logan_pass_parking,2023-07-12 17:41:02,2023-07-12 17:48:17,435.0,Loop_highline_grinnell_glac,2023-07-12 17:50:02,2023-07-12 18:23:47,2025.0,Loop_highline_grinnell_glac,2023-07-12 18:34:17,2023-07-12 18:36:32,135.0,Logan_pass_parking,2023-07-12 18:38:47,2023-07-12 18:44:32,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07231,Logan_pass_parking,2023-07-12 19:43:19,2023-07-12 19:50:19,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'07351,Logan_pass_parking,2023-07-12 17:11:38,2023-07-12 17:36:08,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'08231,Shuttle_Logan_pass,2023-07-14 17:13:38,2023-07-14 17:17:53,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09041,Logan_pass_parking,2023-07-16 13:08:32,2023-07-16 15:31:17,8565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09081,Logan_pass_parking,2023-07-16 08:46:44,2023-07-16 08:49:44,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09161,Logan_pass_parking,2023-07-16 14:04:19,2023-07-16 14:08:34,255.0,Logan_pass_parking,2023-07-16 16:13:04,2023-07-16 16:52:04,2340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09381,Logan_pass_parking,2023-07-16 09:55:59,2023-07-16 09:59:14,195.0,Logan_pass_VC,2023-07-16 10:22:44,2023-07-16 10:26:14,210.0,Hidden_lake_overlook,2023-07-16 10:33:14,2023-07-16 11:58:59,5145.0,Logan_pass_VC,2023-07-16 12:00:44,2023-07-16 12:02:44,120.0,Shuttle_Logan_pass,2023-07-16 12:08:29,2023-07-16 12:24:14,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'10081,Logan_pass_parking,2023-07-18 19:25:08,2023-07-18 19:52:53,1665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'10391,Logan_pass_parking,2023-07-18 18:38:05,2023-07-18 18:45:50,465.0,Logan_pass_VC,2023-07-18 18:46:20,2023-07-18 18:50:50,270.0,Hidden_lake_overlook,2023-07-18 18:51:50,2023-07-18 20:22:05,5415.0,Logan_pass_parking,2023-07-18 20:24:05,2023-07-18 20:26:35,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'10471,Logan_pass_parking,2023-07-18 18:42:24,2023-07-18 18:47:39,315.0,Logan_pass_VC,2023-07-18 18:48:09,2023-07-18 18:51:39,210.0,Oberlin_climbing,2023-07-18 18:58:24,2023-07-18 21:30:09,9105.0,Logan_pass_parking,2023-07-18 21:33:09,2023-07-18 21:41:09,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'11331,Logan_pass_VC,2023-07-20 11:36:53,2023-07-20 11:48:08,675.0,Hidden_lake_overlook,2023-07-20 11:50:23,2023-07-20 14:27:23,9420.0,Logan_pass_VC,2023-07-20 14:29:53,2023-07-20 14:33:53,240.0,Logan_pass_VC,2023-07-20 14:36:08,2023-07-20 14:47:08,660.0,Shuttle_Logan_pass,2023-07-20 14:47:38,2023-07-20 15:02:38,900.0,Logan_pass_parking,2023-07-20 14:53:23,2023-07-20 14:56:08,165.0,Logan_pass_parking,2023-07-20 15:00:07,2023-07-20 15:03:23,196.0,,,,,,,,,,,,,,,,,,,,,,,,
'11411,Logan_pass_VC,2023-07-20 14:13:01,2023-07-20 14:30:16,1035.0,Hidden_lake_overlook,2023-07-20 14:32:01,2023-07-20 16:35:16,7395.0,Shuttle_Logan_pass,2023-07-20 16:39:16,2023-07-20 16:46:16,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12011,Shuttle_Logan_pass,2023-07-21 09:27:09,2023-07-21 09:29:09,120.0,Logan_pass_VC,2023-07-21 09:32:09,2023-07-21 09:35:54,225.0,Logan_pass_VC,2023-07-21 09:37:08,2023-07-21 09:58:39,1291.0,Hidden_lake_overlook,2023-07-21 10:11:24,2023-07-21 12:49:24,9480.0,Logan_pass_VC,2023-07-21 12:50:54,2023-07-21 12:57:24,390.0,Logan_pass_VC,2023-07-21 12:58:54,2023-07-21 13:04:09,315.0,Shuttle_Logan_pass,2023-07-21 13:05:09,2023-07-21 13:11:09,360.0,Shuttle_Logan_pass,2023-07-21 13:13:39,2023-07-21 13:33:09,1170.0,,,,,,,,,,,,,,,,,,,,
'12021,Shuttle_Logan_pass,2023-07-21 09:11:19,2023-07-21 09:25:34,855.0,Loop_highline_grinnell_glac,2023-07-21 09:26:19,2023-07-22 02:32:49,61590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12031,Logan_pass_VC,2023-07-21 09:29:32,2023-07-21 09:31:32,120.0,Logan_pass_VC,2023-07-21 09:32:17,2023-07-21 09:37:32,315.0,Logan_pass_VC,2023-07-21 10:35:05,2023-07-21 19:11:35,30990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12151,Shuttle_Logan_pass,2023-07-21 10:36:36,2023-07-21 10:39:36,180.0,Logan_pass_parking,2023-07-21 10:38:51,2023-07-21 10:41:06,135.0,Shuttle_Logan_pass,2023-07-21 17:13:51,2023-07-21 17:20:36,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12161,Shuttle_Logan_pass,2023-07-21 11:14:49,2023-07-21 11:17:05,136.0,Logan_pass_VC,2023-07-21 11:19:50,2023-07-21 11:26:05,375.0,Shuttle_Logan_pass,2023-07-21 11:50:50,2023-07-21 12:12:20,1290.0,Logan_pass_parking,2023-07-21 12:02:05,2023-07-21 12:17:50,945.0,Shuttle_Logan_pass,2023-07-21 12:12:50,2023-07-21 12:17:35,285.0,Shuttle_Logan_pass,2023-07-21 14:43:50,2023-07-21 14:52:20,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12251,Logan_pass_VC,2023-07-21 08:59:59,2023-07-21 09:06:44,405.0,Logan_pass_parking,2023-07-21 09:08:29,2023-07-21 09:21:14,765.0,Loop_highline_grinnell_glac,2023-07-21 09:28:14,2023-07-21 11:50:28,8534.0,Loop_highline_grinnell_glac,2023-07-21 11:50:44,2023-07-21 15:10:32,11988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12301,Shuttle_Logan_pass,2023-07-21 11:39:28,2023-07-21 11:41:28,120.0,Logan_pass_VC,2023-07-21 11:41:58,2023-07-21 11:46:58,300.0,Hidden_lake_overlook,2023-07-21 11:49:13,2023-07-21 14:18:58,8985.0,Logan_pass_VC,2023-07-21 14:20:13,2023-07-21 14:26:28,375.0,Logan_pass_VC,2023-07-21 14:27:27,2023-07-21 14:29:43,136.0,Loop_highline_grinnell_glac,2023-07-21 14:32:13,2023-07-21 14:55:13,1380.0,Loop_highline_grinnell_glac,2023-07-21 14:57:43,2023-07-21 15:05:28,465.0,Logan_pass_VC,2023-07-21 15:08:13,2023-07-21 15:13:58,345.0,Shuttle_Logan_pass,2023-07-21 15:14:43,2023-07-21 15:33:13,1110.0,,,,,,,,,,,,,,,,
'12501,Hidden_lake_overlook,2023-07-21 09:02:42,2023-07-21 10:31:42,5340.0,Logan_pass_VC,2023-07-21 10:45:27,2023-07-21 10:56:12,645.0,Shuttle_Logan_pass,2023-07-21 10:56:57,2023-07-21 11:21:12,1455.0,Logan_pass_parking,2023-07-21 11:21:12,2023-07-21 11:23:27,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12521,Shuttle_Logan_pass,2023-07-21 08:58:49,2023-07-21 09:06:49,480.0,Logan_pass_parking,2023-07-21 09:04:04,2023-07-21 09:07:34,210.0,Shuttle_Logan_pass,2023-07-21 16:02:04,2023-07-21 16:09:49,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'13041,Logan_pass_VC,2023-07-24 11:54:03,2023-07-24 12:06:33,750.0,Hidden_lake_overlook,2023-07-24 12:10:03,2023-07-24 13:24:48,4485.0,Logan_pass_VC,2023-07-24 13:26:18,2023-07-24 13:28:48,150.0,Shuttle_Logan_pass,2023-07-24 13:29:18,2023-07-24 13:34:03,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'13231,Logan_pass_VC,2023-07-24 10:44:42,2023-07-24 10:52:42,480.0,Loop_highline_grinnell_glac,2023-07-24 10:54:57,2023-07-24 19:01:27,29190.0,Logan_pass_parking,2023-07-24 19:35:42,2023-07-24 19:39:42,240.0,Shuttle_Logan_pass,2023-07-24 19:39:27,2023-07-24 19:41:57,150.0,Logan_pass_VC,2023-07-24 19:42:27,2023-07-24 19:46:27,240.0,Logan_pass_parking,2023-07-24 19:47:12,2023-07-24 19:49:27,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'13241,Shuttle_Logan_pass,2023-07-24 11:51:26,2023-07-24 11:53:26,120.0,Logan_pass_parking,2023-07-24 11:53:26,2023-07-24 11:57:26,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'13381,Hidden_lake_overlook,2023-07-24 09:13:23,2023-07-24 11:09:38,6975.0,Logan_pass_VC,2023-07-24 11:12:23,2023-07-24 11:23:23,660.0,Shuttle_Logan_pass,2023-07-24 11:24:53,2023-07-24 11:26:53,120.0,Shuttle_Logan_pass,2023-07-24 11:27:08,2023-07-24 11:37:23,615.0,Shuttle_Logan_pass,2023-07-24 14:26:08,2023-07-24 14:30:23,255.0,Logan_pass_parking,2023-07-24 14:27:23,2023-07-24 14:31:38,255.0,Shuttle_Logan_pass,2023-07-24 17:15:59,2023-07-24 17:39:44,1425.0,,,,,,,,,,,,,,,,,,,,,,,,
'13511,Logan_pass_VC,2023-07-24 09:13:41,2023-07-24 09:18:11,270.0,Loop_highline_grinnell_glac,2023-07-24 09:25:41,2023-07-24 10:42:56,4635.0,Loop_highline_grinnell_glac,2023-07-24 10:44:26,2023-07-24 13:10:26,8760.0,Loop_highline_grinnell_glac,2023-07-24 13:10:41,2023-07-24 13:15:11,270.0,Loop_highline_grinnell_glac,2023-07-24 13:17:11,2023-07-24 13:25:11,480.0,Logan_pass_VC,2023-07-24 13:27:26,2023-07-24 13:48:26,1260.0,Shuttle_Logan_pass,2023-07-24 13:48:41,2023-07-24 13:50:41,120.0,Logan_pass_parking,2023-07-24 13:50:56,2023-07-24 13:53:11,135.0,,,,,,,,,,,,,,,,,,,,
'14081,Logan_pass_parking,2023-07-26 17:16:51,2023-07-26 17:36:06,1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14161,Logan_pass_parking,2023-07-26 16:20:57,2023-07-26 16:51:42,1845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14181,Logan_pass_VC,2023-07-27 09:31:39,2023-07-27 09:43:54,735.0,Loop_highline_grinnell_glac,2023-07-27 09:49:09,2023-07-27 10:00:24,675.0,Loop_highline_grinnell_glac,2023-07-27 10:03:24,2023-07-27 11:46:54,6210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14191,Logan_pass_parking,2023-07-26 16:35:32,2023-07-26 16:39:17,225.0,Logan_pass_VC,2023-07-26 16:39:47,2023-07-26 16:44:32,285.0,Loop_highline_grinnell_glac,2023-07-26 16:47:02,2023-07-26 16:53:01,359.0,Logan_pass_parking,2023-07-26 16:54:32,2023-07-26 16:57:02,150.0,Logan_pass_parking,2023-07-26 17:29:32,2023-07-26 17:35:02,330.0,Loop_highline_grinnell_glac,2023-07-26 17:42:47,2023-07-26 17:54:32,705.0,Loop_highline_grinnell_glac,2023-07-26 17:58:47,2023-07-26 18:17:02,1095.0,Loop_highline_grinnell_glac,2023-07-26 18:17:17,2023-07-26 18:28:17,660.0,Logan_pass_VC,2023-07-26 18:30:02,2023-07-26 18:32:47,165.0,Logan_pass_parking,2023-07-26 18:37:02,2023-07-26 18:41:47,285.0,,,,,,,,,,,,
'14421,Logan_pass_parking,2023-07-26 17:27:46,2023-07-26 17:58:01,1815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14431,Logan_pass_parking,2023-07-26 18:10:52,2023-07-26 18:18:22,450.0,Loop_highline_grinnell_glac,2023-07-26 18:28:07,2023-07-26 18:56:22,1695.0,Hidden_lake_overlook,2023-07-26 19:03:07,2023-07-26 20:49:21,6374.0,Logan_pass_VC,2023-07-26 20:52:52,2023-07-26 20:56:37,225.0,Logan_pass_parking,2023-07-26 20:57:07,2023-07-26 21:09:52,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14521,Logan_pass_parking,2023-07-26 18:38:44,2023-07-26 18:44:44,360.0,Logan_pass_VC,2023-07-26 18:45:14,2023-07-26 18:47:59,165.0,Hidden_lake_overlook,2023-07-26 18:49:59,2023-07-26 19:16:44,1605.0,Logan_pass_parking,2023-07-26 19:19:14,2023-07-26 19:22:44,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14541,Logan_pass_parking,2023-07-26 17:15:06,2023-07-26 17:21:51,405.0,Hidden_lake_overlook,2023-07-26 17:24:06,2023-07-26 18:17:36,3210.0,Logan_pass_VC,2023-07-26 18:38:06,2023-07-26 18:40:06,120.0,Logan_pass_parking,2023-07-26 18:40:36,2023-07-26 18:46:06,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15091,Hidden_lake_overlook,2023-07-27 12:19:15,2023-07-27 14:53:15,9240.0,Logan_pass_VC,2023-07-27 14:59:45,2023-07-27 15:08:00,495.0,Logan_pass_parking,2023-07-27 15:09:30,2023-07-27 15:16:15,405.0,Shuttle_Logan_pass,2023-07-27 15:09:30,2023-07-27 15:15:00,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15101,Logan_pass_VC,2023-07-27 12:09:54,2023-07-27 12:17:24,450.0,Hidden_lake_overlook,2023-07-27 12:20:39,2023-07-27 14:38:24,8265.0,Logan_pass_VC,2023-07-27 14:39:39,2023-07-27 14:46:54,435.0,Logan_pass_parking,2023-07-27 14:47:24,2023-07-27 14:56:39,555.0,Shuttle_Logan_pass,2023-07-27 14:47:24,2023-07-27 14:49:24,120.0,Shuttle_Logan_pass,2023-07-27 14:52:24,2023-07-27 14:55:39,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15161,Loop_highline_grinnell_glac,2023-07-27 11:25:02,2023-07-27 12:33:32,4110.0,Loop_highline_grinnell_glac,2023-07-27 12:33:47,2023-07-27 19:20:02,24375.0,Loop_highline_grinnell_glac,2023-07-27 19:32:47,2023-07-27 19:36:17,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15251,Logan_pass_VC,2023-07-27 11:35:42,2023-07-27 11:46:12,630.0,Hidden_lake_overlook,2023-07-27 11:47:27,2023-07-27 13:49:12,7305.0,Logan_pass_VC,2023-07-27 13:51:57,2023-07-27 14:12:04,1207.0,Loop_highline_grinnell_glac,2023-07-27 14:17:34,2023-07-27 14:26:19,525.0,Loop_highline_grinnell_glac,2023-07-27 14:26:34,2023-07-27 14:31:19,285.0,Shuttle_Logan_pass,2023-07-27 14:32:04,2023-07-27 14:36:19,255.0,Logan_pass_parking,2023-07-27 14:33:04,2023-07-27 14:35:49,165.0,Shuttle_Logan_pass,2023-07-27 14:47:43,2023-07-27 14:51:28,225.0,Logan_pass_parking,2023-07-27 14:50:43,2023-07-27 14:54:28,225.0,Shuttle_Logan_pass,2023-07-27 14:55:43,2023-07-27 15:02:58,435.0,Logan_pass_parking,2023-07-27 14:57:28,2023-07-27 15:03:43,375.0,Shuttle_Logan_pass,2023-07-27 15:05:58,2023-07-27 15:27:28,1290.0,Logan_pass_parking,2023-07-27 15:23:58,2023-07-27 15:30:13,375.0
'15321,Logan_pass_VC,2023-07-27 13:44:15,2023-07-27 13:47:15,180.0,Logan_pass_parking,2023-07-27 13:49:45,2023-07-27 13:54:30,285.0,Loop_highline_grinnell_glac,2023-07-27 14:15:45,2023-07-27 14:37:00,1275.0,Shuttle_Logan_pass,2023-07-27 14:39:30,2023-07-27 14:45:15,345.0,Logan_pass_parking,2023-07-27 14:45:15,2023-07-27 14:51:30,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15441,Logan_pass_VC,2023-07-27 15:34:27,2023-07-27 15:39:27,300.0,Shuttle_Logan_pass,2023-07-27 15:42:27,2023-07-27 15:52:57,630.0,Logan_pass_parking,2023-07-27 15:49:12,2023-07-27 15:53:57,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15501,Logan_pass_VC,2023-07-27 12:36:47,2023-07-27 12:52:02,915.0,Logan_pass_VC,2023-07-27 12:57:47,2023-07-27 13:04:17,390.0,Hidden_lake_overlook,2023-07-27 13:08:17,2023-07-27 15:30:02,8505.0,Logan_pass_VC,2023-07-27 15:31:17,2023-07-27 15:37:02,345.0,Shuttle_Logan_pass,2023-07-27 15:37:32,2023-07-27 15:43:32,360.0,Logan_pass_parking,2023-07-27 15:43:02,2023-07-27 15:45:47,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15532,Logan_pass_VC,2023-07-27 12:36:02,2023-07-27 12:38:32,150.0,Shuttle_Logan_pass,2023-07-27 12:39:17,2023-07-27 12:50:47,690.0,Logan_pass_parking,2023-07-27 12:51:02,2023-07-27 12:53:02,120.0,Shuttle_Logan_pass,2023-07-27 17:14:02,2023-07-27 17:35:17,1275.0,Logan_pass_parking,2023-07-27 17:18:02,2023-07-27 17:22:32,270.0,Logan_pass_parking,2023-07-27 17:30:32,2023-07-27 17:35:47,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'16011,Logan_pass_parking,2023-07-30 18:43:52,2023-07-30 18:57:37,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'16021,Logan_pass_parking,2023-07-30 17:32:55,2023-07-30 17:37:25,270.0,Logan_pass_parking,2023-07-30 17:52:10,2023-07-30 17:58:55,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'16181,Logan_pass_parking,2023-07-31 17:57:49,2023-07-31 18:00:34,165.0,Logan_pass_VC,2023-07-31 18:00:49,2023-07-31 18:10:49,600.0,Logan_pass_VC,2023-07-31 18:13:04,2023-07-31 18:15:49,165.0,Logan_pass_parking,2023-07-31 18:16:04,2023-07-31 18:19:49,225.0,Hidden_lake_overlook,2023-07-31 18:22:49,2023-07-31 19:46:04,4995.0,Logan_pass_VC,2023-07-31 19:47:04,2023-07-31 19:49:04,120.0,Logan_pass_parking,2023-07-31 19:49:34,2023-07-31 19:53:34,240.0,,,,,,,,,,,,,,,,,,,,,,,,
'16341,Logan_pass_parking,2023-07-30 19:49:38,2023-07-30 20:27:38,2280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'16411,Logan_pass_VC,2023-07-30 18:32:14,2023-07-30 18:48:29,975.0,Logan_pass_parking,2023-07-30 18:49:59,2023-07-30 18:52:44,165.0,Logan_pass_parking,2023-07-30 18:59:14,2023-07-30 19:01:44,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'16501,Logan_pass_parking,2023-07-30 19:06:39,2023-07-30 19:09:24,165.0,Logan_pass_VC,2023-07-30 19:19:24,2023-07-30 19:21:54,150.0,Logan_pass_parking,2023-07-30 19:22:09,2023-07-30 19:25:39,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17041,Logan_pass_parking,2023-07-31 16:06:06,2023-07-31 16:09:36,210.0,Hidden_lake_overlook,2023-07-31 16:13:36,2023-07-31 18:05:06,6690.0,Logan_pass_VC,2023-07-31 18:06:21,2023-07-31 18:11:36,315.0,Logan_pass_parking,2023-07-31 18:12:36,2023-07-31 18:17:06,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17081,Logan_pass_parking,2023-07-31 16:27:00,2023-07-31 16:30:00,180.0,Logan_pass_VC,2023-07-31 16:39:15,2023-07-31 16:44:30,315.0,Logan_pass_VC,2023-07-31 16:44:45,2023-07-31 16:50:15,330.0,Hidden_lake_overlook,2023-07-31 16:52:30,2023-07-31 18:12:45,4815.0,Logan_pass_parking,2023-07-31 18:20:00,2023-07-31 18:25:30,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17131,Logan_pass_parking,2023-07-31 16:14:18,2023-07-31 16:50:48,2190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17221,Logan_pass_parking,2023-07-31 17:39:16,2023-07-31 17:43:16,240.0,Logan_pass_VC,2023-07-31 17:52:01,2023-07-31 17:56:16,255.0,Logan_pass_parking,2023-07-31 17:56:46,2023-07-31 17:59:31,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
