id,location_1,enter_time_1,exit_time_1,duration_1,location_2,enter_time_2,exit_time_2,duration_2,location_3,enter_time_3,exit_time_3,duration_3,location_4,enter_time_4,exit_time_4,duration_4,location_5,enter_time_5,exit_time_5,duration_5,location_6,enter_time_6,exit_time_6,duration_6,location_7,enter_time_7,exit_time_7,duration_7,location_8,enter_time_8,exit_time_8,duration_8,location_9,enter_time_9,exit_time_9,duration_9,location_10,enter_time_10,exit_time_10,duration_10,location_11,enter_time_11,exit_time_11,duration_11,location_12,enter_time_12,exit_time_12,duration_12,location_13,enter_time_13,exit_time_13,duration_13
'17341,Logan_pass_parking,2023-07-31 15:58:29,2023-07-31 16:11:29,780.0,Logan_pass_VC,2023-07-31 16:11:59,2023-07-31 16:16:29,270.0,Hidden_lake_overlook,2023-07-31 16:18:44,2023-07-31 18:03:59,6315.0,Logan_pass_VC,2023-07-31 18:05:59,2023-07-31 18:09:44,225.0,Logan_pass_parking,2023-07-31 18:18:59,2023-07-31 18:27:59,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17511,Logan_pass_parking,2023-07-31 16:41:36,2023-07-31 16:44:36,180.0,Logan_pass_VC,2023-07-31 16:51:21,2023-07-31 16:53:21,120.0,Logan_pass_parking,2023-07-31 17:05:06,2023-07-31 17:07:51,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'17531,Logan_pass_parking,2023-07-31 18:23:25,2023-07-31 18:32:25,540.0,Hidden_lake_overlook,2023-07-31 19:58:25,2023-07-31 20:40:55,2550.0,Shuttle_Logan_pass,2023-07-31 20:43:25,2023-07-31 20:46:55,210.0,Logan_pass_parking,2023-07-31 20:46:55,2023-07-31 20:49:25,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'18131,Shuttle_Logan_pass,2023-08-01 09:06:44,2023-08-01 09:09:29,165.0,Logan_pass_VC,2023-08-01 09:11:29,2023-08-01 14:06:14,17685.0,Logan_pass_parking,2023-08-01 14:06:44,2023-08-01 14:09:14,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'18151,Shuttle_Logan_pass,2023-08-01 09:07:00,2023-08-01 09:40:30,2010.0,Loop_highline_grinnell_glac,2023-08-01 10:49:30,2023-08-01 10:56:45,435.0,Loop_highline_grinnell_glac,2023-08-01 11:00:45,2023-08-01 23:54:45,46440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19011,Shuttle_Logan_pass,2023-08-01 12:09:05,2023-08-01 12:18:35,570.0,Logan_pass_VC,2023-08-01 14:50:35,2023-08-01 14:54:20,225.0,Hidden_lake_overlook,2023-08-01 15:01:05,2023-08-01 16:32:50,5505.0,Logan_pass_VC,2023-08-01 16:33:50,2023-08-01 16:39:50,360.0,Shuttle_Logan_pass,2023-08-01 16:40:50,2023-08-01 17:00:05,1155.0,Logan_pass_parking,2023-08-01 16:45:35,2023-08-01 16:50:50,315.0,Logan_pass_parking,2023-08-01 16:52:05,2023-08-01 17:02:05,600.0,,,,,,,,,,,,,,,,,,,,,,,,
'19021,Logan_pass_VC,2023-08-01 09:55:44,2023-08-01 10:02:29,405.0,Logan_pass_VC,2023-08-01 10:02:43,2023-08-01 10:09:29,406.0,Logan_pass_VC,2023-08-01 10:10:44,2023-08-01 10:48:14,2250.0,Logan_pass_VC,2023-08-01 10:48:44,2023-08-01 10:50:59,135.0,Hidden_lake_overlook,2023-08-01 10:52:14,2023-08-01 12:57:59,7545.0,Logan_pass_VC,2023-08-01 13:00:44,2023-08-01 13:05:44,300.0,Logan_pass_parking,2023-08-01 13:06:14,2023-08-01 13:08:14,120.0,,,,,,,,,,,,,,,,,,,,,,,,
'19041,Logan_pass_parking,2023-08-01 11:18:53,2023-08-01 11:20:53,120.0,Loop_highline_grinnell_glac,2023-08-01 11:28:53,2023-08-01 11:42:53,840.0,Loop_highline_grinnell_glac,2023-08-01 11:43:08,2023-08-01 13:53:53,7845.0,Loop_highline_grinnell_glac,2023-08-01 13:54:08,2023-08-01 18:03:08,14940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19161,Logan_pass_VC,2023-08-01 08:16:22,2023-08-01 08:23:37,435.0,Logan_pass_VC,2023-08-01 08:25:52,2023-08-01 08:31:37,345.0,Loop_highline_grinnell_glac,2023-08-01 08:39:52,2023-08-01 09:09:37,1785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19181,Logan_pass_VC,2023-08-01 09:08:32,2023-08-01 09:10:47,135.0,Logan_pass_VC,2023-08-01 09:11:32,2023-08-01 09:15:47,255.0,Hidden_lake_overlook,2023-08-01 13:27:47,2023-08-01 14:16:17,2910.0,Logan_pass_VC,2023-08-01 14:18:47,2023-08-01 14:25:32,405.0,Shuttle_Logan_pass,2023-08-01 14:25:47,2023-08-01 14:28:31,164.0,Logan_pass_parking,2023-08-01 14:27:32,2023-08-01 14:30:17,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19241,Logan_pass_VC,2023-08-01 11:23:00,2023-08-01 11:26:00,180.0,Logan_pass_VC,2023-08-01 11:27:14,2023-08-01 11:34:45,451.0,Hidden_lake_overlook,2023-08-01 11:36:15,2023-08-01 12:10:45,2070.0,Logan_pass_VC,2023-08-01 12:14:30,2023-08-01 12:18:15,225.0,Shuttle_Logan_pass,2023-08-01 12:22:20,2023-08-01 12:27:34,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19311,Hidden_lake_overlook,2023-08-01 12:01:53,2023-08-01 12:05:08,195.0,Shuttle_Logan_pass,2023-08-01 12:07:53,2023-08-01 12:17:53,600.0,Logan_pass_VC,2023-08-01 16:34:06,2023-08-01 16:37:21,195.0,Shuttle_Logan_pass,2023-08-01 16:38:06,2023-08-01 17:01:59,1433.0,Logan_pass_parking,2023-08-01 16:58:06,2023-08-01 17:02:14,248.0,Logan_pass_parking,2023-08-01 17:02:29,2023-08-01 17:05:02,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19331,Logan_pass_VC,2023-08-01 12:31:48,2023-08-01 12:33:48,120.0,Hidden_lake_overlook,2023-08-01 15:38:33,2023-08-01 16:19:03,2430.0,Logan_pass_VC,2023-08-01 16:23:48,2023-08-01 16:28:47,299.0,Logan_pass_VC,2023-08-01 16:29:32,2023-08-01 16:32:02,150.0,Shuttle_Logan_pass,2023-08-01 16:32:32,2023-08-01 17:01:47,1755.0,Logan_pass_parking,2023-08-01 17:00:01,2023-08-01 17:02:02,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'19541,Loop_highline_grinnell_glac,2023-08-01 09:43:08,2023-08-01 10:02:38,1170.0,Loop_highline_grinnell_glac,2023-08-01 10:03:08,2023-08-01 10:32:08,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20041,Logan_pass_parking,2023-08-02 12:14:06,2023-08-02 12:37:51,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20071,Logan_pass_parking,2023-08-02 17:35:32,2023-08-02 17:37:32,120.0,Hidden_lake_overlook,2023-08-02 17:40:02,2023-08-02 19:04:17,5055.0,Logan_pass_VC,2023-08-02 19:07:17,2023-08-02 19:10:02,165.0,Loop_highline_grinnell_glac,2023-08-02 19:12:02,2023-08-02 19:34:02,1320.0,Logan_pass_parking,2023-08-02 19:37:47,2023-08-02 19:41:02,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20081,Logan_pass_parking,2023-08-02 12:50:07,2023-08-02 13:36:52,2805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20201,Logan_pass_parking,2023-08-02 13:24:03,2023-08-02 13:32:18,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20291,Logan_pass_parking,2023-08-02 15:12:16,2023-08-02 15:17:31,315.0,Logan_pass_parking,2023-08-02 15:17:46,2023-08-02 15:51:46,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'20331,Logan_pass_parking,2023-08-02 12:21:08,2023-08-02 12:25:53,285.0,Logan_pass_parking,2023-08-02 12:29:08,2023-08-02 12:38:08,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21141,Logan_pass_VC,2023-08-03 08:12:16,2023-08-03 08:18:01,345.0,Hidden_lake_overlook,2023-08-03 08:20:46,2023-08-03 10:07:01,6375.0,Logan_pass_VC,2023-08-03 10:09:16,2023-08-03 10:24:46,930.0,Loop_highline_grinnell_glac,2023-08-03 10:27:46,2023-08-03 10:41:01,795.0,Loop_highline_grinnell_glac,2023-08-03 10:44:30,2023-08-03 11:29:01,2671.0,Loop_highline_grinnell_glac,2023-08-03 11:30:16,2023-08-03 11:40:31,615.0,Loop_highline_grinnell_glac,2023-08-03 11:43:01,2023-08-03 11:54:46,705.0,Logan_pass_VC,2023-08-03 11:56:46,2023-08-03 11:59:16,150.0,Shuttle_Logan_pass,2023-08-03 11:59:31,2023-08-03 12:13:31,840.0,Logan_pass_parking,2023-08-03 12:11:01,2023-08-03 12:14:31,210.0,,,,,,,,,,,,
'21191,Logan_pass_VC,2023-08-03 09:26:39,2023-08-03 09:30:24,225.0,Loop_highline_grinnell_glac,2023-08-03 09:36:24,2023-08-03 09:44:54,510.0,Loop_highline_grinnell_glac,2023-08-03 09:46:54,2023-08-03 15:02:09,18915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21231,Shuttle_Logan_pass,2023-08-03 09:54:20,2023-08-03 09:56:20,120.0,Logan_pass_VC,2023-08-03 09:56:50,2023-08-03 10:06:20,570.0,Hidden_lake_overlook,2023-08-03 10:07:35,2023-08-03 12:29:05,8490.0,Logan_pass_VC,2023-08-03 12:30:04,2023-08-03 12:33:50,226.0,Shuttle_Logan_pass,2023-08-03 12:34:05,2023-08-03 12:45:20,675.0,Logan_pass_parking,2023-08-03 12:39:35,2023-08-03 12:46:35,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21341,Logan_pass_VC,2023-08-03 13:05:40,2023-08-03 13:09:55,255.0,Logan_pass_VC,2023-08-03 13:19:10,2023-08-03 13:23:55,285.0,Hidden_lake_overlook,2023-08-03 13:24:55,2023-08-03 14:43:55,4740.0,Shuttle_Logan_pass,2023-08-03 14:48:25,2023-08-03 14:55:55,450.0,Logan_pass_parking,2023-08-03 14:53:25,2023-08-03 14:55:40,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21351,Logan_pass_VC,2023-08-03 10:06:42,2023-08-03 10:14:57,495.0,Hidden_lake_overlook,2023-08-03 10:16:57,2023-08-03 12:10:12,6795.0,Logan_pass_VC,2023-08-03 12:12:12,2023-08-03 12:14:57,165.0,Shuttle_Logan_pass,2023-08-03 12:15:27,2023-08-03 12:21:12,345.0,Logan_pass_parking,2023-08-03 12:17:57,2023-08-03 12:22:12,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'21381,Logan_pass_VC,2023-08-03 10:35:07,2023-08-03 10:45:37,630.0,Hidden_lake_overlook,2023-08-03 11:07:22,2023-08-03 13:04:07,7005.0,Logan_pass_VC,2023-08-03 13:05:22,2023-08-03 13:09:52,270.0,Shuttle_Logan_pass,2023-08-03 13:10:21,2023-08-03 13:16:52,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22091,Logan_pass_VC,2023-08-06 10:34:10,2023-08-06 10:39:55,345.0,Loop_highline_grinnell_glac,2023-08-06 10:42:10,2023-08-06 13:43:40,10890.0,Loop_highline_grinnell_glac,2023-08-06 13:46:40,2023-08-06 13:53:10,390.0,Shuttle_Logan_pass,2023-08-06 13:53:55,2023-08-06 14:08:10,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22151,Loop_highline_grinnell_glac,2023-08-01 12:12:15,2023-08-01 23:54:45,42150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22221,Logan_pass_VC,2023-08-06 10:34:35,2023-08-06 10:40:20,345.0,Hidden_lake_overlook,2023-08-06 12:36:35,2023-08-06 13:11:20,2085.0,Shuttle_Logan_pass,2023-08-06 13:13:20,2023-08-06 13:21:50,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22401,Shuttle_Logan_pass,2023-08-06 08:56:28,2023-08-06 08:58:28,120.0,Logan_pass_VC,2023-08-06 09:04:28,2023-08-06 09:06:43,135.0,Hidden_lake_overlook,2023-08-06 09:13:28,2023-08-06 13:56:28,16980.0,Logan_pass_VC,2023-08-06 13:57:43,2023-08-06 14:07:28,585.0,Shuttle_Logan_pass,2023-08-06 14:08:28,2023-08-06 15:03:59,3331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'22471,Shuttle_Logan_pass,2023-08-06 08:56:20,2023-08-06 09:42:50,2790.0,Logan_pass_parking,2023-08-06 09:43:05,2023-08-06 09:45:35,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23011,Logan_pass_VC,2023-08-06 10:25:12,2023-08-06 10:35:42,630.0,Logan_pass_VC,2023-08-06 10:36:12,2023-08-06 10:39:42,210.0,Hidden_lake_overlook,2023-08-06 10:40:27,2023-08-06 12:31:42,6675.0,Logan_pass_VC,2023-08-06 12:33:12,2023-08-06 12:45:42,750.0,Shuttle_Logan_pass,2023-08-06 12:47:42,2023-08-06 13:21:57,2055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23071,Shuttle_Logan_pass,2023-08-06 09:46:54,2023-08-06 09:50:09,195.0,Logan_pass_VC,2023-08-06 13:11:09,2023-08-06 13:18:24,435.0,Shuttle_Logan_pass,2023-08-06 13:18:54,2023-08-06 13:33:09,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23141,Logan_pass_VC,2023-08-06 11:26:17,2023-08-06 11:39:46,809.0,Loop_highline_grinnell_glac,2023-08-06 11:43:47,2023-08-06 12:48:47,3900.0,Hidden_lake_overlook,2023-08-06 14:06:32,2023-08-06 14:50:32,2640.0,Logan_pass_VC,2023-08-06 14:58:32,2023-08-06 15:06:47,495.0,Logan_pass_parking,2023-08-06 15:07:32,2023-08-06 15:10:32,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23171,Logan_pass_VC,2023-08-06 11:27:15,2023-08-06 11:47:00,1185.0,Hidden_lake_overlook,2023-08-06 11:48:30,2023-08-06 13:29:15,6045.0,Logan_pass_VC,2023-08-06 13:30:15,2023-08-06 13:35:00,285.0,Shuttle_Logan_pass,2023-08-06 13:36:00,2023-08-06 13:38:45,165.0,Logan_pass_parking,2023-08-06 13:39:00,2023-08-06 13:41:00,120.0,Shuttle_Logan_pass,2023-08-06 14:24:15,2023-08-06 14:47:30,1395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23201,Logan_pass_VC,2023-08-06 12:08:50,2023-08-06 12:13:05,255.0,Shuttle_Logan_pass,2023-08-06 12:13:35,2023-08-06 12:47:50,2055.0,Shuttle_Logan_pass,2023-08-06 14:55:35,2023-08-06 14:58:05,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23281,Hidden_lake_trail,2023-08-06 09:46:36,2023-08-06 11:44:06,7050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23291,Logan_pass_VC,2023-08-06 07:59:19,2023-08-06 08:08:04,525.0,Loop_highline_grinnell_glac,2023-08-06 08:12:34,2023-08-06 14:56:34,24240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23341,Shuttle_Logan_pass,2023-08-06 10:23:22,2023-08-06 10:25:53,151.0,Logan_pass_VC,2023-08-06 10:26:38,2023-08-06 10:36:38,600.0,Loop_highline_grinnell_glac,2023-08-06 10:39:38,2023-08-06 10:56:38,1020.0,Loop_highline_grinnell_glac,2023-08-06 10:57:08,2023-08-06 15:06:08,14940.0,Logan_pass_VC,2023-08-06 15:08:53,2023-08-06 15:15:53,420.0,Logan_pass_parking,2023-08-06 15:17:23,2023-08-06 15:19:53,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23441,Loop_highline_grinnell_glac,2023-08-06 08:49:50,2023-08-06 08:59:20,570.0,Loop_highline_grinnell_glac,2023-08-06 09:01:50,2023-08-06 09:43:50,2520.0,Loop_highline_grinnell_glac,2023-08-06 09:46:35,2023-08-06 09:57:50,675.0,Logan_pass_VC,2023-08-06 10:05:05,2023-08-06 10:20:05,900.0,Hidden_lake_overlook,2023-08-06 10:22:05,2023-08-06 12:03:35,6090.0,Shuttle_Logan_pass,2023-08-06 12:05:05,2023-08-06 12:08:05,180.0,Logan_pass_parking,2023-08-06 12:06:05,2023-08-06 12:08:50,165.0,,,,,,,,,,,,,,,,,,,,,,,,
'23511,Shuttle_Logan_pass,2023-08-06 07:58:02,2023-08-06 08:13:17,915.0,Loop_highline_grinnell_glac,2023-08-06 08:15:47,2023-08-06 08:25:32,585.0,Loop_highline_grinnell_glac,2023-08-06 08:31:32,2023-08-07 00:56:47,59115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'23541,Logan_pass_parking,2023-08-06 09:13:50,2023-08-06 09:15:50,120.0,Logan_pass_VC,2023-08-06 09:16:35,2023-08-06 09:22:20,345.0,Hidden_lake_overlook,2023-08-06 12:57:20,2023-08-06 13:59:50,3750.0,Logan_pass_VC,2023-08-06 14:01:05,2023-08-06 14:08:20,435.0,Shuttle_Logan_pass,2023-08-06 14:09:34,2023-08-06 14:12:05,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24171,Logan_pass_parking,2023-08-07 08:58:18,2023-08-07 09:00:18,120.0,Shuttle_Logan_pass,2023-08-07 08:58:18,2023-08-07 09:03:17,299.0,Logan_pass_parking,2023-08-07 09:01:18,2023-08-07 09:04:03,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24231,Logan_pass_VC,2023-08-07 11:42:52,2023-08-07 11:54:07,675.0,Hidden_lake_overlook,2023-08-07 11:56:07,2023-08-07 13:04:47,4120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24321,Shuttle_Logan_pass,2023-08-07 11:33:04,2023-08-07 11:35:19,135.0,Hidden_lake_overlook,2023-08-07 11:39:04,2023-08-07 13:36:49,7065.0,Logan_pass_VC,2023-08-07 13:39:34,2023-08-07 13:52:49,795.0,Logan_pass_parking,2023-08-07 13:53:19,2023-08-07 13:56:34,195.0,Shuttle_Logan_pass,2023-08-07 13:53:19,2023-08-07 13:58:04,285.0,Logan_pass_parking,2023-08-07 13:57:04,2023-08-07 14:00:04,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24441,Logan_pass_VC,2023-08-07 10:36:36,2023-08-07 10:39:06,150.0,Loop_highline_grinnell_glac,2023-08-07 10:41:21,2023-08-07 10:52:21,660.0,Loop_highline_grinnell_glac,2023-08-07 10:52:36,2023-08-07 11:22:51,1815.0,Loop_highline_grinnell_glac,2023-08-07 11:23:06,2023-08-07 11:27:21,255.0,Loop_highline_grinnell_glac,2023-08-07 11:27:36,2023-08-07 16:06:06,16710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24481,Logan_pass_VC,2023-08-07 11:26:18,2023-08-07 11:28:48,150.0,Loop_highline_grinnell_glac,2023-08-07 12:30:33,2023-08-07 15:39:03,11310.0,Shuttle_Logan_pass,2023-08-07 15:40:18,2023-08-07 16:05:03,1485.0,Logan_pass_parking,2023-08-07 15:48:33,2023-08-07 15:51:18,165.0,Logan_pass_parking,2023-08-07 16:04:03,2023-08-07 16:08:18,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'24541,Loop_highline_grinnell_glac,2023-08-07 10:28:25,2023-08-07 12:10:40,6135.0,Loop_highline_grinnell_glac,2023-08-07 12:19:25,2023-08-07 12:26:55,450.0,Shuttle_Logan_pass,2023-08-07 12:27:40,2023-08-07 12:29:55,135.0,Logan_pass_VC,2023-08-07 12:35:25,2023-08-07 12:50:40,915.0,Logan_pass_VC,2023-08-07 12:51:25,2023-08-07 12:55:25,240.0,Hidden_lake_overlook,2023-08-07 13:17:10,2023-08-07 15:34:40,8250.0,Shuttle_Logan_pass,2023-08-07 15:36:55,2023-08-07 16:01:40,1485.0,Logan_pass_parking,2023-08-07 15:39:25,2023-08-07 15:48:10,525.0,Logan_pass_parking,2023-08-07 15:49:25,2023-08-07 15:52:24,179.0,Logan_pass_parking,2023-08-07 15:59:55,2023-08-07 16:03:40,225.0,,,,,,,,,,,,
'25041,Logan_pass_parking,2023-08-08 12:14:38,2023-08-08 12:24:23,585.0,Logan_pass_parking,2023-08-08 12:24:38,2023-08-08 12:47:23,1365.0,Loop_highline_grinnell_glac,2023-08-08 12:54:23,2023-08-08 15:51:38,10635.0,Loop_highline_grinnell_glac,2023-08-08 15:51:53,2023-08-08 16:34:08,2535.0,Loop_highline_grinnell_glac,2023-08-08 16:37:53,2023-08-08 16:57:53,1200.0,Logan_pass_VC,2023-08-08 17:00:23,2023-08-08 17:02:46,143.0,Logan_pass_parking,2023-08-08 17:08:01,2023-08-08 17:16:01,480.0,,,,,,,,,,,,,,,,,,,,,,,,
'25171,Logan_pass_parking,2023-08-08 13:07:41,2023-08-08 13:10:56,195.0,Logan_pass_parking,2023-08-08 13:23:11,2023-08-08 13:44:41,1290.0,Logan_pass_parking,2023-08-08 14:48:05,2023-08-08 14:52:35,270.0,Hidden_lake_overlook,2023-08-08 18:23:20,2023-08-08 19:06:20,2580.0,Logan_pass_VC,2023-08-08 19:10:50,2023-08-08 19:17:43,413.0,Logan_pass_parking,2023-08-08 19:17:58,2023-08-08 19:20:58,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'25201,Logan_pass_parking,2023-08-08 12:53:29,2023-08-08 12:58:44,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'25231,Logan_pass_parking,2023-08-08 14:53:58,2023-08-08 14:59:28,330.0,Logan_pass_VC,2023-08-08 15:13:13,2023-08-08 15:15:13,120.0,Logan_pass_parking,2023-08-08 15:17:27,2023-08-08 15:22:43,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'25281,Shuttle_Logan_pass,2023-08-08 13:52:32,2023-08-08 13:54:32,120.0,Loop_highline_grinnell_glac,2023-08-08 13:59:47,2023-08-08 19:45:32,20745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'25331,Logan_pass_parking,2023-08-08 13:00:05,2023-08-08 13:02:50,165.0,Logan_pass_parking,2023-08-08 14:08:50,2023-08-08 14:42:20,2010.0,Logan_pass_VC,2023-08-08 14:42:35,2023-08-08 14:48:35,360.0,Hidden_lake_overlook,2023-08-08 14:49:50,2023-08-08 16:05:20,4530.0,Logan_pass_parking,2023-08-08 16:07:50,2023-08-08 16:21:35,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'25391,Logan_pass_parking,2023-08-08 14:28:18,2023-08-08 14:59:03,1845.0,Logan_pass_parking,2023-08-08 15:02:48,2023-08-08 15:05:18,150.0,Logan_pass_VC,2023-08-08 15:06:03,2023-08-08 15:15:18,555.0,Logan_pass_VC,2023-08-08 15:24:03,2023-08-08 15:26:18,135.0,Logan_pass_parking,2023-08-08 15:28:18,2023-08-08 15:35:48,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
