Trip_Order,IDs,Count,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
"('LakeMcDonald', 'Avalanche', 'Logan', 'Avalanche', 'LakeMcDonald')","[""'01031"", ""'11331"", ""'15091"", ""'15101"", ""'21191"", ""'23141"", ""'24481""]",7,"[10874.0, 20251.0, 24679.0, 20475.0, 23670.0, 16259.0, 24612.0]","['2023-07-02 11:50:55', '2023-07-20 10:18:23', '2023-07-27 10:34:00', '2023-07-27 10:33:54', '2023-08-03 08:26:39', '2023-08-06 09:58:47', '2023-08-07 09:35:12']","['2023-07-02 16:35:41', '2023-07-20 16:47:53', '2023-07-27 18:17:34', '2023-07-27 17:03:39', '2023-08-03 16:05:24', '2023-08-06 16:46:32', '2023-08-07 17:39:03']","[284.76666666666665, 389.5, 463.56666666666666, 389.75, 458.75, 407.75, 483.85]"
"('LakeMcDonald', 'Avalanche', 'Logan', 'RisingSun', 'SunPoint', 'Waterfalls', 'Logan', 'Loop', 'Avalanche')","[""'01061""]",1,[13133.0],['2023-07-02 11:21:43'],['2023-07-02 18:30:55'],[429.2]
"('LakeMcDonald', 'Avalanche', 'Logan', 'Loop', 'Avalanche', 'LakeMcDonald')","[""'01241"", ""'24441""]",2,"[11566.0, 22830.0]","['2023-07-02 12:05:23', '2023-08-07 09:35:06']","['2023-07-02 17:11:19', '2023-08-07 17:03:38']","[305.93333333333334, 448.53333333333336]"
"('LakeMcDonald', 'Avalanche', 'Logan', 'Loop', 'Avalanche', 'LakeMcDonald', 'Apgar')","[""'01341"", ""'01501"", ""'15501""]",3,"[14114.0, 32577.0, 22532.0]","['2023-07-02 12:05:19', '2023-07-02 12:46:00', '2023-07-27 11:37:02']","['2023-07-02 23:34:09', '2023-07-03 05:33:02', '2023-07-28 02:18:19']","[688.8333333333334, 1007.0333333333333, 881.2833333333333]"
"('LakeMcDonald', 'Avalanche', 'LakeMcDonald', 'Apgar')","[""'01371"", ""'01401"", ""'01511"", ""'11111"", ""'11421"", ""'15271"", ""'23041""]",7,"[61049.0, 28811.0, 26379.0, 41333.0, 16260.0, 27248.0, 22094.0]","['2023-07-02 12:05:35', '2023-07-02 13:29:18', '2023-07-02 12:05:23', '2023-07-20 11:29:21', '2023-07-20 10:20:02', '2023-07-27 12:15:22', '2023-08-06 08:57:27']","['2023-07-03 05:44:55', '2023-07-03 05:49:52', '2023-07-03 04:17:02', '2023-07-21 03:00:16', '2023-07-20 18:40:38', '2023-07-28 00:21:21', '2023-08-06 23:47:50']","[1059.3333333333333, 980.5666666666667, 971.65, 930.9166666666666, 500.6, 725.9833333333333, 890.3833333333333]"
"('Logan', 'Waterfalls', 'LakeMcDonald')","[""'02011""]",1,[2802.0],['2023-07-05 09:25:39'],['2023-07-05 12:45:07'],[199.46666666666667]
"('Logan', 'Loop', 'Logan')","[""'02021""]",1,[33617.0],['2023-07-05 09:12:16'],['2023-07-05 19:06:36'],[594.3333333333334]
"('LakeMcDonald', 'Logan', 'Waterfalls', 'RisingSun', 'SunPoint', 'LakeMcDonald')","[""'02031""]",1,[9286.0],['2023-07-05 07:54:28'],['2023-07-05 18:17:24'],[622.9333333333333]
"('Avalanche', 'Apgar')","[""'02061"", ""'02211"", ""'02231"", ""'02281"", ""'02531"", ""'02541"", ""'05211"", ""'05311"", ""'05401"", ""'09291""]",10,"[26942.0, 20580.0, 6375.0, 18090.0, 7980.0, 19922.0, 20580.0, 46690.0, 3842.0, 2521.0]","['2023-07-05 09:14:40', '2023-07-05 07:56:45', '2023-07-05 07:45:43', '2023-07-05 07:53:02', '2023-07-05 08:15:22', '2023-07-05 08:11:34', '2023-07-05 07:56:45', '2023-07-10 07:53:46', '2023-07-10 08:50:55', '2023-07-16 09:35:14']","['2023-07-05 19:02:40', '2023-07-05 14:09:45', '2023-07-05 16:49:43', '2023-07-05 15:25:17', '2023-07-06 01:09:49', '2023-07-05 16:17:36', '2023-07-05 14:09:45', '2023-07-11 01:25:11', '2023-07-10 21:04:38', '2023-07-16 10:54:14']","[588.0, 373.0, 544.0, 452.25, 1014.45, 486.03333333333336, 373.0, 1051.4166666666667, 733.7166666666667, 79.0]"
"('Apgar', 'Logan', 'SunPoint', 'StMary')","[""'02081""]",1,[11415.0],['2023-07-05 07:17:12'],['2023-07-05 14:27:57'],[430.75]
"('Apgar', 'LakeMcDonald', 'Logan', 'Waterfalls', 'RisingSun', 'SunPoint', 'Logan', 'LakeMcDonald', 'Apgar')","[""'02091"", ""'02111""]",2,"[11715.0, 13200.0]","['2023-07-05 07:44:47', '2023-07-05 07:21:58']","['2023-07-05 15:38:02', '2023-07-05 15:32:43']","[473.25, 490.75]"
"('Apgar', 'Logan', 'StMary')","[""'02101""]",1,[5940.0],['2023-07-05 08:07:35'],['2023-07-05 23:22:02'],[914.45]
"('Logan',)","[""'02141"", ""'03101"", ""'03311"", ""'07041"", ""'07101"", ""'07171"", ""'07181"", ""'07211"", ""'09081"", ""'10391"", ""'10471"", ""'12021"", ""'12031"", ""'12251"", ""'14521"", ""'17221"", ""'17341"", ""'17511"", ""'20331"", ""'22151"", ""'23281"", ""'23511"", ""'25041"", ""'25331""]",24,"[9855.0, 4665.0, 3825.0, 1245.0, 7185.0, 2160.0, 3990.0, 2940.0, 180.0, 6300.0, 10110.0, 62445.0, 31425.0, 21692.0, 2340.0, 660.0, 8130.0, 465.0, 825.0, 42150.0, 7050.0, 60615.0, 16943.0, 7890.0]","['2023-07-05 09:51:50', '2023-07-06 12:42:17', '2023-07-05 08:08:36', '2023-07-12 18:13:22', '2023-07-12 16:08:25', '2023-07-12 16:39:13', '2023-07-12 16:51:36', '2023-07-12 17:41:02', '2023-07-16 08:46:44', '2023-07-18 18:38:05', '2023-07-18 18:42:24', '2023-07-21 09:11:19', '2023-07-21 09:29:32', '2023-07-21 08:59:59', '2023-07-26 18:38:44', '2023-07-31 17:39:16', '2023-07-31 15:58:29', '2023-07-31 16:41:36', '2023-08-02 12:21:08', '2023-08-01 12:12:15', '2023-08-06 09:46:36', '2023-08-06 07:58:02', '2023-08-08 12:14:38', '2023-08-08 13:00:05']","['2023-07-05 12:55:35', '2023-07-06 14:03:02', '2023-07-05 09:26:06', '2023-07-12 18:34:07', '2023-07-12 18:14:25', '2023-07-12 17:15:13', '2023-07-12 17:59:51', '2023-07-12 18:44:32', '2023-07-16 08:49:44', '2023-07-18 20:26:35', '2023-07-18 21:41:09', '2023-07-22 02:32:49', '2023-07-21 19:11:35', '2023-07-21 15:10:32', '2023-07-26 19:22:44', '2023-07-31 17:59:31', '2023-07-31 18:27:59', '2023-07-31 17:07:51', '2023-08-02 12:38:08', '2023-08-01 23:54:45', '2023-08-06 11:44:06', '2023-08-07 00:56:47', '2023-08-08 17:16:01', '2023-08-08 16:21:35']","[183.75, 80.75, 77.5, 20.75, 126.0, 36.0, 68.25, 63.5, 3.0, 108.5, 178.75, 1041.5, 582.05, 370.55, 44.0, 20.25, 149.5, 26.25, 17.0, 702.5, 117.5, 1018.75, 301.3833333333333, 201.5]"
"('Logan', 'Waterfalls', 'SunPoint')","[""'02161""]",1,[2885.0],['2023-07-05 10:44:08'],['2023-07-05 12:16:17'],[92.15]
"('Avalanche',)","[""'02171"", ""'05041"", ""'06271"", ""'06291"", ""'06481"", ""'16091"", ""'16161"", ""'17141"", ""'17161""]",9,"[22439.0, 9150.0, 10574.0, 12121.0, 15601.0, 360.0, 10560.0, 9810.0, 10560.0]","['2023-07-05 08:22:44', '2023-07-10 07:57:06', '2023-07-11 10:56:41', '2023-07-11 11:48:51', '2023-07-11 11:57:19', '2023-07-30 16:46:35', '2023-07-30 18:10:10', '2023-07-31 18:04:47', '2023-07-30 18:10:10']","['2023-07-05 15:19:14', '2023-07-10 10:49:21', '2023-07-11 14:22:40', '2023-07-11 15:15:21', '2023-07-11 16:38:34', '2023-07-30 16:52:35', '2023-07-30 21:11:10', '2023-07-31 20:52:17', '2023-07-30 21:11:10']","[416.5, 172.25, 205.98333333333332, 206.5, 281.25, 6.0, 181.0, 167.5, 181.0]"
"('Apgar', 'LakeMcDonald', 'Logan', 'Waterfalls', 'SunPoint', 'Logan', 'Apgar')","[""'02181""]",1,[24582.0],['2023-07-05 07:32:05'],['2023-07-06 00:32:08'],[1020.05]
"('Logan', 'Waterfalls')","[""'02191"", ""'05251"", ""'05461"", ""'06261"", ""'14161""]",5,"[18660.0, 11369.0, 7076.0, 8191.0, 2160.0]","['2023-07-05 09:10:58', '2023-07-10 09:31:32', '2023-07-10 09:22:51', '2023-07-11 14:39:48', '2023-07-26 16:20:57']","['2023-07-05 16:21:43', '2023-07-10 14:31:17', '2023-07-10 12:19:47', '2023-07-11 17:06:03', '2023-07-26 17:17:42']","[430.75, 299.75, 176.93333333333334, 146.25, 56.75]"
"('Avalanche', 'Logan', 'Waterfalls', 'SunPoint')","[""'02201""]",1,[18930.0],['2023-07-05 08:13:14'],['2023-07-05 16:31:29'],[498.25]
"('Avalanche', 'Logan', 'Avalanche', 'Apgar')","[""'02221"", ""'24541""]",2,"[33097.0, 22648.0]","['2023-07-05 07:58:54', '2023-08-07 09:19:40']","['2023-07-05 23:56:20', '2023-08-07 20:44:48']","[957.4333333333333, 685.1333333333333]"
"('RisingSun', 'Waterfalls', 'RisingSun', 'Logan')","[""'02241""]",1,[12795.0],['2023-07-05 09:55:39'],['2023-07-05 16:23:09'],[387.5]
"('Apgar',)","[""'02251"", ""'02361"", ""'02411"", ""'02511"", ""'03041"", ""'05441"", ""'06461"", ""'07121"", ""'07221"", ""'07251"", ""'07411"", ""'07451"", ""'07541"", ""'09201"", ""'10331"", ""'10361"", ""'10531"", ""'14221"", ""'16121"", ""'16171"", ""'16291"", ""'16311"", ""'16321"", ""'16531"", ""'17021"", ""'20381""]",26,"[15405.0, 18930.0, 26664.0, 20265.0, 11475.0, 330.0, 2175.0, 18939.0, 2329.0, 59535.0, 1125.0, 8345.0, 149.0, 480.0, 2312.0, 495.0, 345.0, 56257.0, 900.0, 62202.0, 2535.0, 405.0, 315.0, 4260.0, 10755.0, 285.0]","['2023-07-05 09:04:44', '2023-07-05 08:25:45', '2023-07-05 07:33:07', '2023-07-05 07:40:56', '2023-07-05 07:56:04', '2023-07-10 09:34:19', '2023-07-11 10:18:18', '2023-07-12 20:54:56', '2023-07-12 18:00:26', '2023-07-12 18:53:02', '2023-07-13 08:51:02', '2023-07-12 20:02:12', '2023-07-12 18:27:32', '2023-07-16 09:44:01', '2023-07-18 16:12:17', '2023-07-18 16:05:50', '2023-07-18 17:38:02', '2023-07-26 17:41:42', '2023-07-30 15:46:20', '2023-07-30 17:36:30', '2023-07-30 16:19:35', '2023-07-30 17:12:24', '2023-07-30 21:12:08', '2023-07-30 16:41:48', '2023-07-31 18:09:06', '2023-08-02 13:50:28']","['2023-07-05 13:23:14', '2023-07-05 14:10:30', '2023-07-05 17:59:05', '2023-07-05 14:04:11', '2023-07-05 14:06:34', '2023-07-10 09:39:49', '2023-07-11 10:56:48', '2023-07-13 04:31:03', '2023-07-12 18:56:23', '2023-07-13 11:25:17', '2023-07-13 09:09:47', '2023-07-13 05:25:58', '2023-07-12 18:30:01', '2023-07-16 09:52:16', '2023-07-18 16:51:04', '2023-07-18 16:18:43', '2023-07-18 17:43:47', '2023-07-27 09:34:50', '2023-07-30 16:58:35', '2023-07-31 11:02:42', '2023-07-30 17:06:50', '2023-07-30 17:26:09', '2023-07-30 21:17:23', '2023-07-30 17:52:48', '2023-07-31 21:17:21', '2023-08-02 13:57:58']","[258.5, 344.75, 625.9666666666667, 383.25, 370.5, 5.5, 38.5, 456.1166666666667, 55.95, 992.25, 18.75, 563.7666666666667, 2.4833333333333334, 8.25, 38.78333333333333, 12.883333333333333, 5.75, 953.1333333333333, 72.25, 1046.2, 47.25, 13.75, 5.25, 71.0, 188.25, 7.5]"
"('Apgar', 'Logan', 'Loop', 'Avalanche', 'LakeMcDonald')","[""'02271""]",1,[30612.0],['2023-07-05 07:14:43'],['2023-07-05 17:29:51'],[615.1333333333333]
"('Apgar', 'Logan', 'Loop', 'Avalanche', 'LakeMcDonald', 'Apgar')","[""'02291""]",1,[32147.0],['2023-07-05 07:13:58'],['2023-07-05 23:01:26'],[947.4666666666667]
"('Loop', 'Logan', 'SunPoint', 'Logan', 'Apgar')","[""'02301"", ""'04301""]",2,"[20220.0, 20220.0]","['2023-07-05 09:08:10', '2023-07-05 09:08:10']","['2023-07-05 15:42:10', '2023-07-05 15:42:10']","[394.0, 394.0]"
"('Waterfalls', 'SunPoint', 'RisingSun', 'StMary')","[""'02321""]",1,[6323.0],['2023-07-05 09:45:33'],['2023-07-05 14:54:27'],[308.9]
"('Apgar', 'Loop', 'Logan', 'Waterfalls', 'SunPoint', 'RisingSun', 'StMary')","[""'02331""]",1,[18405.0],['2023-07-05 08:03:37'],['2023-07-05 22:32:29'],[868.8666666666667]
"('Loop', 'Logan', 'Loop')","[""'02341""]",1,[33105.0],['2023-07-05 09:04:46'],['2023-07-05 18:50:16'],[585.5]
"('LakeMcDonald', 'Logan', 'Waterfalls', 'StMary')","[""'02351""]",1,[7190.0],['2023-07-05 08:42:14'],['2023-07-05 13:26:16'],[284.03333333333336]
"('Apgar', 'LakeMcDonald', 'Avalanche', 'LakeMcDonald', 'Apgar')","[""'02421"", ""'02521"", ""'11531"", ""'1321""]",4,"[19770.0, 32835.0, 37854.0, 9642.0]","['2023-07-05 08:52:49', '2023-07-05 08:28:16', '2023-07-20 09:50:33', '2023-07-02 10:10:30']","['2023-07-05 15:30:34', '2023-07-05 20:34:41', '2023-07-21 03:44:03', '2023-07-02 13:53:12']","[397.75, 726.4166666666666, 1073.5, 222.7]"
"('Apgar', 'Logan', 'LakeMcDonald')","[""'02431""]",1,[9313.0],['2023-07-05 08:54:44'],['2023-07-05 16:59:34'],[484.8333333333333]
"('Avalanche', 'LakeMcDonald', 'Logan', 'Waterfalls')","[""'02441""]",1,[21900.0],['2023-07-05 09:17:09'],['2023-07-05 17:05:24'],[468.25]
"('Logan', 'SunPoint', 'RisingSun', 'StMary')","[""'02451"", ""'05451""]",2,"[6001.0, 6001.0]","['2023-07-05 09:05:23', '2023-07-05 09:05:23']","['2023-07-05 12:04:53', '2023-07-05 12:04:53']","[179.5, 179.5]"
"('Logan', 'Avalanche')","[""'02461""]",1,[15120.0],['2023-07-05 08:19:37'],['2023-07-05 15:27:22'],[427.75]
"('LakeMcDonald', 'Logan', 'SunPoint', 'Waterfalls')","[""'02471""]",1,[11071.0],['2023-07-05 08:33:35'],['2023-07-05 14:58:05'],[384.5]
"('LakeMcDonald', 'Loop', 'Logan')","[""'02481""]",1,[2192.0],['2023-07-05 08:51:24'],['2023-07-05 10:47:41'],[116.28333333333333]
(),"[""'02501"", ""'03131"", ""'07271"", ""'07321"", ""'14111"", ""'16081"", ""'16111"", ""'16421"", ""'17331"", ""'25011"", ""'25181""]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None]"
"('Avalanche', 'Logan', 'SunPoint', 'RisingSun', 'Waterfalls', 'RisingSun', 'StMary')","[""'02551""]",1,[48269.0],['2023-07-05 09:27:54'],['2023-07-06 02:10:09'],[1002.25]
"('StMary', 'RisingSun', 'Waterfalls', 'Logan', 'Waterfalls', 'StMary')","[""'03031""]",1,[16755.0],['2023-07-06 11:43:11'],['2023-07-06 19:01:56'],[438.75]
"('RisingSun', 'SunPoint', 'Waterfalls', 'StMary')","[""'03161""]",1,[12276.0],['2023-07-06 10:38:00'],['2023-07-06 15:05:36'],[267.6]
"('StMary',)","[""'03191"", ""'05331"", ""'05351"", ""'06351"", ""'07341"", ""'07461"", ""'09191"", ""'10231"", ""'12091"", ""'16441"", ""'20241"", ""'20431"", ""'22271""]",13,"[2190.0, 600.0, 420.0, 1590.0, 1335.0, 7065.0, 44085.0, 12929.0, 165.0, 38235.0, 22935.0, 4679.0, 520.0]","['2023-07-06 12:07:51', '2023-07-06 09:38:30', '2023-07-06 09:35:43', '2023-07-11 13:16:29', '2023-07-12 17:15:13', '2023-07-12 19:52:48', '2023-07-16 14:02:29', '2023-07-19 06:10:34', '2023-07-21 09:07:04', '2023-07-30 18:46:43', '2023-08-02 20:17:47', '2023-08-02 12:21:46', '2023-08-06 08:25:20']","['2023-07-06 12:53:36', '2023-07-06 09:48:30', '2023-07-06 09:42:43', '2023-07-11 13:42:59', '2023-07-12 17:37:28', '2023-07-12 21:50:33', '2023-07-17 02:17:14', '2023-07-19 09:46:03', '2023-07-21 09:09:49', '2023-07-31 05:23:58', '2023-08-03 05:13:01', '2023-08-02 13:44:45', '2023-08-06 08:34:00']","[45.75, 10.0, 7.0, 26.5, 22.25, 117.75, 734.75, 215.48333333333332, 2.75, 637.25, 535.2333333333333, 82.98333333333333, 8.666666666666666]"
"('SunPoint', 'Waterfalls', 'Logan')","[""'03201""]",1,[13210.0],['2023-07-06 12:49:39'],['2023-07-06 17:54:19'],[304.6666666666667]
"('SunPoint', 'Waterfalls', 'RisingSun')","[""'03411""]",1,[5444.0],['2023-07-06 12:58:01'],['2023-07-06 15:17:16'],[139.25]
"('RisingSun', 'SunPoint', 'Waterfalls', 'Logan')","[""'03471""]",1,[14781.0],['2023-07-06 13:12:22'],['2023-07-06 18:21:28'],[309.1]
"('Logan', 'Loop', 'Apgar')","[""'0355"", ""'20081""]",2,"[2738.0, 16859.0]","['2023-07-12 17:44:46', '2023-08-02 12:50:07']","['2023-07-12 20:35:09', '2023-08-03 05:19:22']","[170.38333333333333, 989.25]"
"('RisingSun', 'Logan', 'SunPoint')","[""'03551""]",1,[11910.0],['2023-07-06 11:28:16'],['2023-07-06 16:41:46'],[313.5]
"('LakeMcDonald', 'Avalanche', 'Logan', 'Loop')","[""'04051""]",1,[8025.0],['2023-07-07 15:39:45'],['2023-07-07 19:33:15'],[233.5]
"('Apgar', 'SunPoint')","[""'05011""]",1,[825.0],['2023-07-10 09:07:28'],['2023-07-10 12:07:02'],[179.56666666666666]
"('Logan', 'LakeMcDonald')","[""'05071""]",1,[16995.0],['2023-07-10 11:42:29'],['2023-07-10 18:40:29'],[418.0]
"('Logan', 'Apgar')","[""'05081"", ""'05221"", ""'07161"", ""'14081"", ""'14191"", ""'14421"", ""'16011"", ""'16181"", ""'17041""]",9,"[9210.0, 4878.0, 1860.0, 33013.0, 5384.0, 2415.0, 1350.0, 29280.0, 29025.0]","['2023-07-10 10:24:08', '2023-07-11 11:49:01', '2023-07-12 16:44:37', '2023-07-26 17:16:51', '2023-07-26 16:35:32', '2023-07-26 17:27:46', '2023-07-30 18:43:52', '2023-07-31 17:57:49', '2023-07-31 16:06:06']","['2023-07-10 18:54:19', '2023-07-11 15:12:46', '2023-07-12 18:38:37', '2023-07-27 03:55:19', '2023-07-26 20:09:32', '2023-07-26 21:32:31', '2023-07-30 20:58:52', '2023-08-01 06:02:04', '2023-08-01 06:09:36']","[510.18333333333334, 203.75, 114.0, 638.4666666666667, 214.0, 244.75, 135.0, 724.25, 843.5]"
"('Avalanche', 'Loop', 'Logan', 'Loop', 'Logan')","[""'05091""]",1,[2864.0],['2023-07-10 09:05:40'],['2023-07-10 12:45:40'],[220.0]
"('Apgar', 'LakeMcDonald', 'Logan')","[""'05121""]",1,[12518.0],['2023-07-10 08:38:05'],['2023-07-10 16:44:58'],[486.8833333333333]
"('Avalanche', 'Loop', 'StMary', 'Waterfalls', 'SunPoint', 'Apgar')","[""'05131""]",1,[9975.0],['2023-07-10 07:58:20'],['2023-07-10 17:05:50'],[547.5]
"('LakeMcDonald', 'Avalanche', 'Loop', 'Logan', 'Apgar')","[""'05141""]",1,[10581.0],['2023-07-10 09:48:07'],['2023-07-10 17:06:28'],[438.35]
"('Apgar', 'Logan', 'LakeMcDonald', 'Apgar')","[""'05171""]",1,[11655.0],['2023-07-10 09:12:38'],['2023-07-10 16:03:23'],[410.75]
"('Apgar', 'Loop', 'Logan')","[""'05231"", ""'06131"", ""'10081"", ""'16021""]",4,"[8340.0, 1710.0, 2670.0, 2100.0]","['2023-07-10 08:22:37', '2023-07-11 11:32:45', '2023-07-18 16:40:23', '2023-07-30 16:01:40']","['2023-07-10 12:45:52', '2023-07-11 13:18:15', '2023-07-18 19:52:53', '2023-07-30 17:58:55']","[263.25, 105.5, 192.5, 117.25]"
"('Logan', 'RisingSun')","[""'05261"", ""'13511"", ""'17131""]",3,"[2040.0, 16050.0, 10185.0]","['2023-07-10 09:36:29', '2023-07-24 09:13:41', '2023-07-31 16:14:18']","['2023-07-10 15:23:59', '2023-07-24 14:25:26', '2023-08-01 07:41:18']","[347.5, 311.75, 927.0]"
"('Loop', 'Logan', 'Loop', 'Avalanche', 'LakeMcDonald')","[""'05291""]",1,[30690.0],['2023-07-10 08:18:48'],['2023-07-10 17:03:48'],[525.0]
"('SunPoint', 'Waterfalls', 'SunPoint', 'StMary', 'Logan', 'Avalanche')","[""'05341""]",1,[6389.0],['2023-07-10 11:35:03'],['2023-07-10 15:48:47'],[253.73333333333332]
"('Loop', 'Logan')","[""'05361"", ""'16501""]",2,"[8130.0, 1335.0]","['2023-07-10 07:53:31', '2023-07-30 18:27:24']","['2023-07-10 10:40:46', '2023-07-30 19:25:39']","[167.25, 58.25]"
"('Waterfalls', 'Logan')","[""'05511"", ""'14541""]",2,"[18809.0, 4440.0]","['2023-07-10 10:47:08', '2023-07-26 16:47:17']","['2023-07-10 17:00:08', '2023-07-26 18:46:06']","[373.0, 118.81666666666666]"
"('Apgar', 'LakeMcDonald', 'Logan', 'StMary', 'Waterfalls', 'Logan', 'Waterfalls', 'Apgar')","[""'05541""]",1,[13853.0],['2023-07-10 08:19:54'],['2023-07-10 17:11:36'],[531.7]
"('Apgar', 'LakeMcDonald', 'StMary')","[""'06021""]",1,[2685.0],['2023-07-11 11:13:46'],['2023-07-11 13:58:16'],[164.5]
"('Avalanche', 'Loop', 'Logan', 'Avalanche')","[""'06041""]",1,[10740.0],['2023-07-11 11:39:04'],['2023-07-11 16:29:04'],[290.0]
"('Avalanche', 'Logan', 'SunPoint', 'StMary')","[""'06061""]",1,[1143.0],['2023-07-11 10:48:26'],['2023-07-11 12:43:29'],[115.05]
"('LakeMcDonald', 'Avalanche', 'Logan')","[""'06111"", ""'06451"", ""'15321"", ""'24231""]",4,"[675.0, 5610.0, 6480.0, 10135.0]","['2023-07-11 11:56:32', '2023-07-11 10:49:27', '2023-07-27 12:15:15', '2023-08-07 09:59:51']","['2023-07-11 13:56:32', '2023-07-11 13:59:57', '2023-07-27 14:51:30', '2023-08-07 13:04:47']","[120.0, 190.5, 156.25, 184.93333333333334]"
